Latitude,Longitude,Depth,Time,OriginID,EventID,JulianDate,Ndef,Grn,Srn,Mb,Ml,EvtType
37.021,-115.988,0,717260640,675330,653332,1992267,41,41,3,4.4,4.3,ex
37.021,-115.989,0.34,717260640,3963015,653332,1992267,-1,41,3,-999,-999,en
37.021,-115.988,0,717260640,5031582,653332,1992267,41,41,3,-999,4.4,ec
37.021,-115.988,0,717260640,6192665,653332,1992267,-1,41,3,4.4,-999,en
37.207,-116.21,0,716835600,675113,653134,1992262,43,41,3,4.4,-999,ex
37.207,-116.211,0.385,716835600.1,3963014,653134,1992262,-1,41,3,-999,-999,en
37.207,-116.21,0,716835600,5030224,653134,1992262,43,41,3,-999,4.4,ec
37.207,-116.21,0,716835600,6191983,653134,1992262,-1,41,3,4.4,-999,en
37.124,-116.031,0,709311600.1,670045,648423,1992175,33,41,3,-999,3.9,ex
37.124,-116.032,0.29,709311600.1,3963013,648423,1992175,-1,41,3,-999,-999,en
37.1015,-115.9642,0,709311600.5,4997183,648423,1992175,46,41,3,-999,4,qt
37.124,-116.031,0,709311600,6178249,648423,1992175,-1,41,3,-999,-999,en
37.005,-116.01,0,708972300,669827,648221,1992171,18,41,3,-999,3,ex
37.005,-116.011,0.244,708972300,3963010,648221,1992171,-1,41,3,-999,-999,en
37.005,-116.01,0,708972300,4996696,648221,1992171,18,41,3,-999,3,ec
37.005,-116.01,0,708972300,6177677,648221,1992171,-1,41,3,-999,-999,en
37.272,-116.36,0,701627400,664976,643767,1992086,340,41,3,5.5,5.4,ex
37.272,-116.361,0.622,701627400,3963008,643767,1992086,-1,41,3,-999,-999,en
37.272,-116.36,0,701627400,4980680,643767,1992086,340,41,3,-999,5.5,qf
37.272,-116.36,0,701627400,6165772,643767,1992086,-1,41,3,5.5,4.2,en
37.096,-116.07,0,691180500.1,659334,638595,1991330,65,41,3,4.6,4.6,ex
37.096,-116.07,0.457,691180500.1,3963007,638595,1991330,-1,41,3,-999,-999,en
37.1,-116.05,0,691180499.7,4969685,638595,1991330,55,41,3,-999,4.6,qt
37.096,-116.07,0,691180500,6151890,638595,1991330,-1,41,3,4.6,-999,en
37.063,-116.045,0,687813120,657477,636899,1991291,126,41,3,5.2,5,ex
37.063,-116.046,0.457,687813120,3963006,636899,1991291,-1,41,3,-999,-999,en
37.063,-116.045,0,687813120,4966178,636899,1991291,126,41,3,-999,5.2,ec
37.063,-116.045,0,687813120,6147979,636899,1991291,-1,41,3,5.2,-999,en
37.236,-116.166,0,685297800.1,656180,635695,1991262,36,41,3,4,3.8,ex
37.236,-116.167,0.264,685297800.1,3963005,635695,1991262,-1,41,3,-999,-999,en
37.2,-116.2,0,685297800.4,4241954,635695,1991262,20,41,3,-999,4.2,-
37.2,-116.2,0,685297800.4,4963163,635695,1991262,20,41,3,-999,4.1,qt
37.236,-116.166,0,685297800,6145197,635695,1991262,-1,41,3,4,-999,en
37.226,-116.428,0,684874800.1,655994,635527,1991257,283,41,3,5.5,5.3,ex
37.226,-116.429,0.658,684874800.1,3963004,635527,1991257,-1,41,3,-999,-999,en
37.226,-116.428,0,684874800.1,4962663,635527,1991257,283,41,3,-999,5.5,ec
37.226,-116.428,0,684874800,6144691,635527,1991257,-1,41,3,5.5,4.2,en
37.087,-116.002,0,682272000,654658,634291,1991227,26,41,3,4.2,4,ex
37.087,-116.003,0.503,682272000,3963003,634291,1991227,-1,41,3,-999,-999,en
37.087,-116.002,0,682272000,4959637,634291,1991227,26,41,3,-999,4.2,ec
37.087,-116.002,0,682272000,6141534,634291,1991227,-1,41,3,4.2,-999,en
37.296,-116.313,0,670791600,648707,628994,1991094,205,41,3,5.6,5.4,ex
37.296,-116.314,0.629,670791600,3963001,628994,1991094,-1,41,3,-999,-999,en
37.296,-116.313,0,670791600,4948243,628994,1991094,205,41,3,-999,5.6,ec
37.296,-116.313,0,670791600,6127817,628994,1991094,-1,41,3,5.6,4.2,en
37.104,-116.074,0,668466165.1,647498,627879,1991067,76,41,3,4.3,4.6,ex
37.104,-116.075,0.475,668466165.1,3963000,627879,1991067,-1,41,3,-999,-999,en
37.104,-116.074,0,668466165.1,4944415,627879,1991067,76,41,3,-999,4.6,ec
37.104,-116.074,0,668466165,6125097,627879,1991067,-1,41,3,4.3,-999,en
37.227,-116.371,0,658610220.7,642172,623055,1990318,212,41,3,5.4,5.1,ex
37.227,-116.372,0.594,658610220.1,3962997,623055,1990318,-1,41,3,-999,-999,en
37.227,-116.371,0,658610220.7,4934818,623055,1990318,212,41,3,-999,5.4,ec
37.227,-116.371,0,658610220.7,6113685,623055,1990318,-1,41,3,5.4,-999,en
37.207,-116.214,0,648918000.1,637370,618780,1990206,77,41,3,4.7,-999,ex
37.207,-116.214,0,648918000.1,4924517,618780,1990206,77,41,3,-999,4.7,ec
37.207,-116.215,0.389,648918000.1,5605297,618780,1990206,-1,41,3,-999,-999,en
37.207,-116.214,0,648918000,6102570,618780,1990206,-1,41,3,4.7,-999,en
36.993,-116.004,0,645992100,635498,617078,1990172,33,40,3,4,4.3,ex
36.993,-116.005,0.35,645992100,3962991,617078,1990172,-1,40,3,-999,-999,en
37,-116.05,0,645992100,4921066,617078,1990172,30,41,3,-999,4.4,qt
36.993,-116.004,0,645992100,6098915,617078,1990172,-1,40,3,4,-999,en
37.262,-116.42,0,645292800,635117,616762,1990164,340,41,3,5.7,5.6,ex
37.262,-116.421,0.674,645292800.1,3962990,616762,1990164,-1,41,3,-999,-999,en
37.262,-116.42,0,645292800,4920267,616762,1990164,340,41,3,-999,5.7,qf
37.262,-116.42,0,645292800,6098125,616762,1990164,-1,41,3,5.7,4.5,en
37.113,-116.055,0,637084800.1,630722,612817,1990069,152,41,3,5,5.1,ex
37.112,-116.056,0.469,637084800.1,3962988,612817,1990069,-1,41,3,-999,-999,en
37.113,-116.055,0,637084800.1,4908945,612817,1990069,152,41,3,-999,5.1,ec
37.113,-116.055,0,637084800,6088291,612817,1990069,-1,41,3,5,-999,en
37.231,-116.409,0,629132400.1,626849,609251,1989342,213,41,3,5.5,5.2,ex
37.231,-116.41,0.601,629132400.1,3962985,609251,1989342,-1,41,3,-999,-999,en
37.231,-116.409,0,629132400.1,4896466,609251,1989342,213,41,3,-999,5.5,ec
37.231,-116.409,0,629132400,6079733,609251,1989342,-1,41,3,5.5,4.2,en
37.107,-116.013,0,627164400.1,625987,608389,1989319,17,41,3,-999,3.4,ex
37.106,-116.014,0.244,627164400.1,3962984,608389,1989319,-1,41,3,-999,-999,en
37.1543,-115.9792,2.54,627164400.6,4893870,608389,1989319,41,41,3,-999,3.65,en
37.107,-116.013,0,627164400.1,6077705,608389,1989319,-1,41,3,-999,-999,en
37.263,-116.491,0,625851000.1,625404,607806,1989304,270,41,3,5.7,5.3,ex
37.263,-116.492,0.564,625851000.1,3962983,607806,1989304,-1,41,3,-999,-999,en
37.263,-116.491,0,625851000.1,4891259,607806,1989304,270,41,3,-999,5.7,ec
37.263,-116.491,0,625851000,6076108,607806,1989304,-1,41,3,5.7,-999,en
37.236,-116.163,0,621788400.1,623258,605660,1989257,43,41,3,4.2,4,ex
37.236,-116.164,0.261,621788400.1,3962982,605660,1989257,-1,41,3,-999,-999,en
37.236,-116.163,0,621788400.1,4882486,605660,1989257,43,41,3,-999,4.2,ec
37.236,-116.163,0,621788400.1,6071799,605660,1989257,-1,41,3,4.2,-999,en
37.275,-116.354,0,614964600,620151,602554,1989178,102,41,3,4.9,4.8,ex
37.275,-116.354,0.64,614964600,3962981,602554,1989178,-1,41,3,-999,-999,en
37.275,-116.354,0,614964600,4874560,602554,1989178,102,41,3,-999,4.9,ec
37.275,-116.354,0,614964600,6732610,602554,1989178,-1,41,3,4.9,-999,en
37.283,-116.412,0,614553300.8,619956,602360,1989173,221,41,3,5.3,5.2,ex
37.283,-116.413,0.544,614553300.1,3962980,602360,1989173,-1,41,3,-999,-999,en
37.304,-116.4268,0.03,614553300.8,4874160,602360,1989173,171,41,3,-999,5.3,en
37.283,-116.412,0,614553300.8,6732191,602360,1989173,-1,41,3,5.3,4.8,en
37.086,-116.055,0,612209220,619030,601434,1989146,28,41,3,-999,3.7,ex
37.086,-116.056,0.398,612209220,3962979,601434,1989146,-1,41,3,-999,-999,en
